domain,source,matched_categories,matched_keywords,timestamp
00r0hiheapia8je7ht4idfopiu03ks34.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:57:58.472284
01idqg7v46vm4gctl1m3cv54rhlu217n.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:57:59.351105
01video.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:57:59.566953
029baidusem.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:00.478669
0697login.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_hunting_blacklist,login|login,2025-08-31T14:58:04.020213
0cqicoqn4rfae6seq9crifg8broafsed.com,ICANN,blacklistKeywords_crypto_scam,ico,2025-08-31T14:58:07.746178
0g0s47ratm1seq4uu2nsb6d476pcfs0v.com,ICANN,blacklistKeywords_malware,rat,2025-08-31T14:58:08.744813
0idgg6o7eenitj8vbqh24sqqji4og452.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:09.424645
0idgnho7eop5mkc9av0vi7kpjv06c5sd.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:09.424752
0mqcx5-2hwebu13c.com,ICANN,blacklistKeywords_fraud,web,2025-08-31T14:58:10.714198
0oust1ssovhplm57pqs9j11nfgf8bcsv.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_hunting_blacklist,sso|sso,2025-08-31T14:58:11.361806
0psgj40uwg93idvw-q.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:11.653710
0qdel5l850lq5lbabhdn4id17core00s.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:11.798231
0rfleq9gkl55qj40emni7rat05ug24sq.com,ICANN,blacklistKeywords_malware,rat,2025-08-31T14:58:12.093553
0ssav6cvs7698l3va5s3738vhvln495r.com,ICANN,enterpriseBrands_fortune_100,cvs,2025-08-31T14:58:12.518764
1001manualidades.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:14.916027
1010forkids.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:16.176387
1031security.com,ICANN,blacklistKeywords_phishing,security,2025-08-31T14:58:16.911098
10vuelosbaratos.com,ICANN,blacklistKeywords_malware,rat,2025-08-31T14:58:19.177188
10x-digicorp.com,ICANN,blacklistKeywords_crypto_scam|blacklistKeywords_fraud,ico|corp,2025-08-31T14:58:19.207074
10xpleasurereset.com,ICANN,blacklistKeywords_phishing,reset,2025-08-31T14:58:19.366990
1179king-online.com,ICANN,blacklistKeywords_fraud,online,2025-08-31T14:58:21.263005
11aweb.com,ICANN,blacklistKeywords_fraud,web,2025-08-31T14:58:21.775463
11cc-login.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_hunting_blacklist,login|login,2025-08-31T14:58:21.835650
11iq5i4o832hkidcf1vh965h6rlns445.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:22.027840
11xpay.com,ICANN,blacklistKeywords_phishing,pay,2025-08-31T14:58:22.504307
120fm7fhuttenlidi85f62uv3d54rhb7.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:22.737243
123-slideshow.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud|blacklistKeywords_hunting_blacklist,id|id|id,2025-08-31T14:58:23.335065
123texticom.com,ICANN,blacklistKeywords_crypto_scam,ico,2025-08-31T14:58:24.434800
